Título de trazado: Iner.sumideros.meteo							
N.º	Fecha Tiempo, GMT-05:00	Temp, °C (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbTemp)	HR, % (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbHR)	Lluvia, mm (LGR S/N: 10450278, SEN S/N: 10440752, LBL: Lluvia)	Dirección del viento, ø (LGR S/N: 10450278, SEN S/N: 10468828, LBL: Direccion del viento)	Velocidad del viento, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad del viento)	Velocidad de Ráfagas, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad de rafagas)
15040	07/05/2017 20:51	24.436	87.400	0.00	214.8	0.76	3.78
15041	07/05/2017 21:01	24.436	87.600	0.00	203.6	0.50	2.52
15042	07/05/2017 21:11	24.460	87.600	0.00	206.4	0.76	3.53
15043	07/05/2017 21:21	24.388	87.600	0.00	176.9	0.50	2.27
15044	07/05/2017 21:31	24.339	87.500	0.00	206.4	0.25	2.52
15045	07/05/2017 21:41	24.219	87.300	0.00	200.8	0.25	3.27
15046	07/05/2017 21:51	24.074	87.100	0.00	200.8	1.01	3.53
15047	07/05/2017 22:01	23.930	87.300	0.00	233.1	0.76	3.78
15048	07/05/2017 22:11	23.857	87.400	0.00	231.6	0.00	1.51
15049	07/05/2017 22:21	23.761	87.500	0.00	221.8	0.00	0.50
15050	07/05/2017 22:31	23.737	87.600	0.00	221.8	0.00	1.01
15051	07/05/2017 22:41	23.617	87.800	0.00	221.8	0.00	0.50
15052	07/05/2017 22:51	23.521	88.100	0.00	200.8	0.25	2.01
15053	07/05/2017 23:01	23.448	88.400	0.00	202.2	0.25	1.51
15054	07/05/2017 23:11	23.400	88.600	0.00	190.9	0.50	2.27
15055	07/05/2017 23:21	23.208	88.900	0.00	202.2	0.50	2.27
15056	07/05/2017 23:31	22.944	89.500	0.00	199.4	0.50	2.27
15057	07/05/2017 23:41	22.729	90.300	0.00	192.3	0.50	2.52
15058	07/05/2017 23:51	22.585	90.900	0.00	183.9	0.76	2.27
15059	07/06/2017 0:01	22.417	91.500	0.00	182.5	0.76	2.77
15060	07/06/2017 0:11	22.369	92.100	0.00	181.1	1.01	3.53
15061	07/06/2017 0:21	22.154	92.300	0.00	185.3	0.76	3.27
15062	07/06/2017 0:31	22.058	92.700	0.00	186.7	1.26	3.78
15063	07/06/2017 0:41	22.058	92.800	0.00	192.3	1.01	3.78
15064	07/06/2017 0:51	22.082	92.800	0.00	203.6	1.26	4.03
15065	07/06/2017 1:01	21.939	92.900	0.00	192.3	0.76	3.02
15066	07/06/2017 1:11	21.724	92.900	0.00	193.7	0.76	3.27
15067	07/06/2017 1:21	21.628	93.300	0.00	185.3	1.26	4.28
15068	07/06/2017 1:31	21.557	93.500	0.00	188.1	1.26	4.28
15069	07/06/2017 1:41	21.461	93.600	0.00	193.7	1.26	4.03
15070	07/06/2017 1:51	21.461	93.900	0.00	203.6	1.51	4.28
15071	07/06/2017 2:01	21.342	94.200	0.00	195.1	1.51	5.54
15072	07/06/2017 2:11	21.270	94.500	0.00	199.4	1.51	4.53
15073	07/06/2017 2:21	21.199	94.700	0.00	200.8	1.76	4.53
15074	07/06/2017 2:31	21.223	94.800	0.00	206.4	1.51	5.79
15075	07/06/2017 2:41	21.246	95.000	0.00	182.5	1.26	5.29
15076	07/06/2017 2:51	21.223	95.100	0.00	206.4	1.26	4.03
15077	07/06/2017 3:01	21.270	95.300	0.00	199.4	1.26	4.28
15078	07/06/2017 3:11	21.223	95.300	0.00	213.4	1.51	4.78
15079	07/06/2017 3:21	21.318	95.500	0.00	217.6	1.51	4.53
15080	07/06/2017 3:31	21.342	95.500	0.00	219.0	1.51	4.53
15081	07/06/2017 3:41	21.461	95.400	0.00	210.6	1.51	5.29
15082	07/06/2017 3:51	21.604	95.000	0.00	219.0	2.01	5.04
15083	07/06/2017 4:01	21.628	94.600	0.00	212.0	1.26	4.03
15084	07/06/2017 4:11	21.581	94.200	0.00	202.2	1.01	4.28
15085	07/06/2017 4:21	21.604	93.900	0.00	203.6	1.26	4.53
15086	07/06/2017 4:31	21.724	93.700	0.00	174.1	0.76	3.78
15087	07/06/2017 4:41	21.772	93.500	0.00	231.6	0.25	2.52
15088	07/06/2017 4:51	21.748	93.300	0.00	160.0	0.25	2.27
15089	07/06/2017 5:01	21.795	93.100	0.00	188.1	0.25	1.51
15090	07/06/2017 5:11	21.748	93.000	0.00	190.9	0.25	2.52
15091	07/06/2017 5:21	21.867	92.900	0.00	202.2	0.50	2.77
15092	07/06/2017 5:31	21.843	92.800	0.00	165.7	0.50	2.77
15093	07/06/2017 5:41	21.676	92.800	0.00	214.8	0.25	1.51
15094	07/06/2017 5:51	21.557	92.900	0.00	205.0	0.76	2.27
15095	07/06/2017 6:01	21.485	93.100	0.00	217.6	0.76	2.52
15096	07/06/2017 6:11	21.437	93.500	0.00	214.8	0.76	3.02
15097	07/06/2017 6:21	21.652	93.800	0.00	195.1	0.50	2.52
15098	07/06/2017 6:31	21.652	93.700	0.00	228.8	0.25	2.01
15099	07/06/2017 6:41	21.915	93.600	0.00	174.1	0.00	1.26
15100	07/06/2017 6:51	22.058	93.200	0.00	209.2	0.00	1.26
15101	07/06/2017 7:01	22.011	92.900	0.00	249.9	0.25	1.76
15102	07/06/2017 7:11	22.011	92.600	0.00	320.1	0.50	1.76
15103	07/06/2017 7:21	22.154	92.700	0.00	311.7	1.01	2.01
15104	07/06/2017 7:31	22.106	92.700	0.00	25.3	0.25	1.51
15105	07/06/2017 7:41	22.465	92.500	0.00	82.8	0.00	1.01
15106	07/06/2017 7:51	22.657	92.200	0.00	37.9	0.00	0.76
15107	07/06/2017 8:01	22.872	91.700	0.00	175.5	0.25	1.26
15108	07/06/2017 8:11	23.088	90.900	0.00	181.1	0.76	2.52
15109	07/06/2017 8:21	23.641	90.100	0.00	136.2	0.50	2.01
15110	07/06/2017 8:31	23.978	89.100	0.00	190.9	0.25	1.26
15111	07/06/2017 8:41	24.026	88.000	0.00	206.4	0.25	2.01
15112	07/06/2017 8:51	24.315	87.500	0.00	207.8	0.50	2.77
15113	07/06/2017 9:01	25.623	86.400	0.00	176.9	0.50	2.27
15114	07/06/2017 9:11	25.525	83.000	0.00	171.3	1.01	3.53
15115	07/06/2017 9:21	25.623	81.700	0.00	183.9	1.01	3.27
15116	07/06/2017 9:31	25.768	81.500	0.00	154.4	0.76	3.27
15117	07/06/2017 9:41	25.404	81.200	0.00	181.1	0.76	3.78
15118	07/06/2017 9:51	25.939	81.400	0.00	200.8	1.01	3.02
15119	07/06/2017 10:01	26.012	80.600	0.00	200.8	0.76	3.02
15120	07/06/2017 10:11	27.235	79.900	0.00	196.5	1.01	3.78
15121	07/06/2017 10:21	27.259	77.500	0.00	202.2	1.01	3.02
15122	07/06/2017 10:31	27.333	76.500	0.00	174.1	0.50	2.52
15123	07/06/2017 10:41	27.038	76.300	0.00	190.9	1.01	2.77
15124	07/06/2017 10:51	27.358	76.500	0.00	189.5	0.76	2.77
15125	07/06/2017 11:01	27.801	76.200	0.00	209.2	0.76	3.27
15126	07/06/2017 11:11	27.407	75.000	0.00	179.7	0.76	2.77
15127	07/06/2017 11:21	28.345	75.600	0.00	189.5	0.50	2.52
15128	07/06/2017 11:31	26.916	75.500	0.00	178.3	1.01	3.27
15129	07/06/2017 11:41	26.402	76.600	0.00	188.1	1.26	3.02
15130	07/06/2017 11:51	26.598	77.600	0.00	206.4	1.01	2.77
15131	07/06/2017 12:01	26.842	78.300	0.00	189.5	0.76	3.27
15132	07/06/2017 12:11	26.378	78.200	0.00	213.4	1.01	3.02
15133	07/06/2017 12:21	26.965	78.400	0.00	198.0	1.01	3.27
15134	07/06/2017 12:31	27.235	77.300	0.00	186.7	0.25	1.76
15135	07/06/2017 12:41	27.235	76.600	0.00	200.8	0.25	2.01
15136	07/06/2017 12:51	27.776	76.100	0.00	176.9	0.00	1.26
15137	07/06/2017 13:01	27.308	75.800	0.00	219.0	0.76	3.02
15138	07/06/2017 13:11	27.431	76.700	0.00	119.3	1.26	4.03
15139	07/06/2017 13:21	26.598	77.100	0.00	87.0	1.26	3.53
15140	07/06/2017 13:31	26.671	78.500	0.00	94.1	1.01	3.53
15141	07/06/2017 13:41	27.505	77.900	0.00	73.0	0.25	1.51
15142	07/06/2017 13:51	27.235	76.600	0.00	185.3	0.25	1.26
15143	07/06/2017 14:01	27.801	76.200	0.00	44.9	0.50	2.01
15144	07/06/2017 14:11	28.742	74.800	0.00	130.6	1.01	3.02
15145	07/06/2017 14:21	28.345	73.400	0.00	94.1	1.26	3.53
15146	07/06/2017 14:31	29.190	73.100	0.00	237.3	0.25	2.01
15147	07/06/2017 14:41	28.816	72.600	0.00	224.6	0.50	2.01
15148	07/06/2017 14:51	28.072	72.800	0.00	172.7	0.76	3.02
15149	07/06/2017 15:01	28.122	72.900	0.00	178.3	1.26	3.02
15150	07/06/2017 15:11	28.147	73.200	0.00	179.7	1.01	2.77
15151	07/06/2017 15:21	28.345	73.800	0.00	178.3	1.26	3.53
15152	07/06/2017 15:31	27.776	73.500	0.00	168.5	1.26	3.78
15153	07/06/2017 15:41	28.369	74.100	0.00	192.3	1.01	3.02
15154	07/06/2017 15:51	27.358	73.800	0.00	168.5	1.51	4.03
15155	07/06/2017 16:01	27.727	75.300	0.00	186.7	1.51	3.78
15156	07/06/2017 16:11	27.850	74.800	0.00	167.1	1.01	3.78
15157	07/06/2017 16:21	27.653	75.100	0.00	190.9	1.26	3.78
15158	07/06/2017 16:31	27.210	76.400	0.00	209.2	1.51	4.03
15159	07/06/2017 16:41	27.456	77.100	0.00	195.1	1.51	3.53
15160	07/06/2017 16:51	27.505	77.300	0.00	217.6	1.01	3.78
15161	07/06/2017 17:01	27.161	77.200	0.00	172.7	1.26	4.28
15162	07/06/2017 17:11	27.284	77.700	0.00	217.6	1.51	4.28
15163	07/06/2017 17:21	27.038	77.800	0.00	196.5	1.76	4.53
15164	07/06/2017 17:31	26.793	78.600	0.00	212.0	1.51	4.78
15165	07/06/2017 17:41	26.671	79.400	0.00	217.6	1.76	5.04
15166	07/06/2017 17:51	26.231	80.300	0.00	200.8	1.51	4.53
15167	07/06/2017 18:01	26.012	81.000	0.00	207.8	1.51	4.28
15168	07/06/2017 18:11	25.914	81.100	0.00	202.2	1.51	4.78
15169	07/06/2017 18:21	25.720	81.100	0.00	210.6	1.26	3.78
15170	07/06/2017 18:31	25.623	81.400	0.00	223.2	1.51	3.78
15171	07/06/2017 18:41	25.283	81.700	0.00	210.6	1.26	4.78
15172	07/06/2017 18:51	25.234	82.300	0.00	193.7	1.01	4.28
15173	07/06/2017 19:01	24.847	82.500	0.00	226.0	1.26	4.53
15174	07/06/2017 19:11	24.460	83.200	0.00	206.4	2.01	5.29
15175	07/06/2017 19:21	24.122	84.100	0.00	205.0	2.01	5.04
15176	07/06/2017 19:31	23.954	84.700	0.00	205.0	1.51	4.53
15177	07/06/2017 19:41	23.785	85.400	0.00	205.0	2.01	6.80
15178	07/06/2017 19:51	23.521	86.300	0.00	209.2	1.76	6.30
15179	07/06/2017 20:01	23.328	86.700	0.00	200.8	1.76	5.29
15180	07/06/2017 20:11	23.160	87.200	0.00	212.0	2.01	5.79
15181	07/06/2017 20:21	23.040	87.700	0.00	202.2	1.51	4.28
15182	07/06/2017 20:31	22.824	87.900	0.00	206.4	2.01	5.29
15183	07/06/2017 20:41	22.657	88.400	0.00	216.2	1.76	5.79
15184	07/06/2017 20:51	22.537	88.900	0.00	210.6	2.52	6.55
15185	07/06/2017 21:01	22.441	89.300	0.00	210.6	2.27	6.55
15186	07/06/2017 21:11	22.345	89.600	0.00	209.2	2.27	7.81
15187	07/06/2017 21:21	22.226	89.800	0.00	199.4	1.76	7.30
15188	07/06/2017 21:31	22.106	90.100	0.00	219.0	2.27	5.79
15189	07/06/2017 21:41	22.106	90.400	0.00	205.0	2.01	6.55
15190	07/06/2017 21:51	22.106	90.500	0.00	221.8	2.27	7.81
15191	07/06/2017 22:01	21.963	90.600	0.00	200.8	1.76	6.55
15192	07/06/2017 22:11	21.915	90.800	0.00	206.4	2.01	6.80
15193	07/06/2017 22:21	21.915	91.100	0.00	214.8	2.01	5.29
15194	07/06/2017 22:31	21.939	91.000	0.00	202.2	1.76	5.54
15195	07/06/2017 22:41	21.843	91.100	0.00	192.3	1.01	3.78
15196	07/06/2017 22:51	21.891	91.300	0.00	164.3	0.76	4.28
15197	07/06/2017 23:01	21.915	91.200	0.00	200.8	1.01	3.02
15198	07/06/2017 23:11	21.915	91.300	0.00	143.2	0.50	2.77
15199	07/06/2017 23:21	21.867	91.200	0.00	190.9	0.76	4.03
15200	07/06/2017 23:31	21.843	91.400	0.00	195.1	1.01	3.78
15201	07/06/2017 23:41	21.819	91.600	0.00	188.1	0.76	3.53
15202	07/06/2017 23:51	21.724	91.600	0.00	206.4	0.76	3.27
15203	07/07/2017 0:01	21.748	91.800	0.00	183.9	0.50	2.52
15204	07/07/2017 0:11	21.748	91.900	0.00	210.6	0.50	3.02
15205	07/07/2017 0:21	21.748	91.800	0.00	186.7	0.25	1.76
15206	07/07/2017 0:31	21.819	91.800	0.00	205.0	0.25	2.01
15207	07/07/2017 0:41	21.891	91.600	0.00	207.8	0.76	2.77
15208	07/07/2017 0:51	21.939	91.300	0.00	189.5	0.50	2.77
15209	07/07/2017 1:01	21.891	91.000	0.00	212.0	0.76	3.02
15210	07/07/2017 1:11	21.987	90.900	0.00	181.1	1.01	4.03
15211	07/07/2017 1:21	21.987	90.700	0.00	182.5	1.26	4.03
15212	07/07/2017 1:31	21.939	90.600	0.00	182.5	1.26	5.29
15213	07/07/2017 1:41	21.963	90.800	0.00	144.6	1.01	3.27
15214	07/07/2017 1:51	21.915	90.800	0.00	160.0	1.01	3.78
15215	07/07/2017 2:01	21.915	90.900	0.00	132.0	0.76	3.53
15216	07/07/2017 2:11	21.939	90.900	0.00	171.3	0.50	2.52
15217	07/07/2017 2:21	21.843	90.800	0.00	165.7	0.25	2.52
15218	07/07/2017 2:31	21.987	90.900	0.00	214.8	0.76	3.27
15219	07/07/2017 2:41	21.891	90.900	0.00	196.5	0.50	4.28
15220	07/07/2017 2:51	21.891	91.000	0.00	139.0	0.76	3.53
15221	07/07/2017 3:01	21.915	91.000	0.00	157.2	0.50	2.52
15222	07/07/2017 3:11	21.915	91.000	0.00	151.6	0.25	2.77
15223	07/07/2017 3:21	22.034	91.000	0.00	192.3	0.50	2.27
15224	07/07/2017 3:31	22.058	91.000	0.00	150.2	0.50	2.01
15225	07/07/2017 3:41	22.034	90.800	0.00	198.0	0.25	2.77
15226	07/07/2017 3:51	22.034	90.600	0.00	168.5	0.50	2.52
15227	07/07/2017 4:01	21.987	90.600	0.00	143.2	0.25	2.01
15228	07/07/2017 4:11	22.011	90.700	0.00	179.7	0.50	3.02
15229	07/07/2017 4:21	21.963	90.800	0.00	144.6	0.50	2.27
15230	07/07/2017 4:31	21.939	90.900	0.00	119.3	0.50	2.27
15231	07/07/2017 4:41	21.915	91.000	0.00	133.4	0.50	1.76
15232	07/07/2017 4:51	21.939	91.000	0.00	102.5	0.25	1.76
15233	07/07/2017 5:01	22.011	91.100	0.00	120.7	0.50	2.01
15234	07/07/2017 5:11	22.130	91.100	0.00	98.3	0.25	1.51
15235	07/07/2017 5:21	22.154	90.900	0.00	155.8	0.00	1.26
15236	07/07/2017 5:31	22.154	90.800	0.00	151.6	0.00	0.50
15237	07/07/2017 5:41	22.154	90.800	0.00	160.0	0.00	1.01
15238	07/07/2017 5:51	22.154	90.800	0.00	271.0	0.00	0.50
15239	07/07/2017 6:01	22.202	90.800	0.00	269.6	0.00	0.00
15240	07/07/2017 6:11	22.274	90.800	0.00	265.3	0.00	0.50
15241	07/07/2017 6:21	22.465	90.700	0.00	219.0	0.25	2.27
15242	07/07/2017 6:31	22.298	90.300	0.00	205.0	0.00	1.26
15243	07/07/2017 6:41	22.298	90.000	0.00	157.2	0.50	2.77
15244	07/07/2017 6:51	22.345	89.800	0.00	141.8	0.50	2.27
15245	07/07/2017 7:01	22.417	89.500	0.00	134.8	0.50	2.52
15246	07/07/2017 7:11	22.441	89.400	0.00	124.9	0.76	3.02
15247	07/07/2017 7:21	22.561	89.200	0.00	124.9	0.50	2.52
15248	07/07/2017 7:31	22.729	89.100	0.00	119.3	0.25	1.76
15249	07/07/2017 7:41	22.824	88.800	0.00	150.2	0.25	1.51
15250	07/07/2017 7:51	22.800	88.600	0.00	203.6	0.25	1.51
15251	07/07/2017 8:01	23.208	88.500	0.00	244.3	0.25	2.27
15252	07/07/2017 8:11	23.160	88.100	0.00	227.4	0.25	1.76
15253	07/07/2017 8:21	23.304	87.800	0.00	185.3	0.25	1.51
15254	07/07/2017 8:31	23.545	87.200	0.00	179.7	0.25	1.76
15255	07/07/2017 8:41	23.665	86.500	0.00	153.0	0.50	2.27
15256	07/07/2017 8:51	23.809	86.000	0.00	144.6	0.25	1.76
15257	07/07/2017 9:01	24.219	85.700	0.00	162.9	0.25	1.51
15258	07/07/2017 9:11	24.629	84.700	0.00	133.4	0.25	1.26
15259	07/07/2017 9:21	24.291	83.400	0.00	109.5	0.50	2.27
15260	07/07/2017 9:31	24.339	84.100	0.00	289.2	0.50	2.01
15261	07/07/2017 9:41	24.532	84.000	0.00	245.7	0.76	2.27
15262	07/07/2017 9:51	25.550	83.400	0.00	209.2	0.25	1.76
15263	07/07/2017 10:01	25.939	81.600	0.00	203.6	0.50	1.51
15264	07/07/2017 10:11	26.329	80.600	0.00	195.1	0.25	1.51
15265	07/07/2017 10:21	25.768	79.900	0.00	283.6	0.50	1.51
15266	07/07/2017 10:31	25.744	79.600	0.00	286.4	0.25	1.76
15267	07/07/2017 10:41	26.818	79.000	0.00	318.7	0.25	1.26
15268	07/07/2017 10:51	27.801	77.600	0.00	195.1	0.25	1.76
15269	07/07/2017 11:01	26.940	76.400	0.00	150.2	0.25	1.76
15270	07/07/2017 11:11	27.505	77.300	0.00	103.9	0.25	1.26
15271	07/07/2017 11:21	26.769	76.200	0.00	113.7	0.25	2.01
15272	07/07/2017 11:31	26.573	77.200	0.00	133.4	0.50	2.01
15273	07/07/2017 11:41	26.475	77.300	0.00	133.4	0.50	2.27
15274	07/07/2017 11:51	26.598	77.200	0.00	188.1	0.50	2.27
15275	07/07/2017 12:01	26.134	77.600	0.00	161.5	1.26	3.27
15276	07/07/2017 12:11	26.378	77.800	0.00	178.3	1.01	2.77
15277	07/07/2017 12:21	26.646	77.200	0.00	181.1	0.50	3.02
15278	07/07/2017 12:31	26.842	76.800	0.00	209.2	0.50	2.01
15279	07/07/2017 12:41	27.038	76.500	0.00	202.2	0.76	3.27
15280	07/07/2017 12:51	26.402	76.000	0.00	189.5	1.01	3.27
15281	07/07/2017 13:01	27.333	76.900	0.00	198.0	0.50	2.27
15282	07/07/2017 13:11	27.481	75.800	0.00	185.3	0.25	2.27
15283	07/07/2017 13:21	27.456	75.100	0.00	189.5	0.50	1.76
15284	07/07/2017 13:31	27.038	75.600	0.00	94.1	0.76	3.02
15285	07/07/2017 13:41	27.530	76.100	0.00	224.6	0.50	2.77
15286	07/07/2017 13:51	26.573	76.000	0.00	160.0	1.76	4.28
15287	07/07/2017 14:01	27.998	76.500	0.00	155.8	0.76	3.02
15288	07/07/2017 14:11	27.628	74.400	0.00	210.6	0.76	2.52
15289	07/07/2017 14:21	27.505	73.600	0.00	165.7	0.25	1.51
15290	07/07/2017 14:31	27.924	73.700	0.00	190.9	0.25	2.01
15291	07/07/2017 14:41	27.974	73.500	0.00	198.0	0.25	2.01
15292	07/07/2017 14:51	27.358	73.600	0.00	147.4	0.76	3.02
15293	07/07/2017 15:01	27.850	74.000	0.00	261.1	0.76	2.77
15294	07/07/2017 15:11	28.667	73.100	0.00	207.8	0.25	2.27
15295	07/07/2017 15:21	28.891	70.900	0.00	252.7	0.25	2.27
15296	07/07/2017 15:31	27.751	70.700	0.00	185.3	0.76	3.27
15297	07/07/2017 15:41	27.456	71.900	0.00	185.3	1.26	3.27
15298	07/07/2017 15:51	27.998	72.500	0.00	224.6	0.50	2.27
15299	07/07/2017 16:01	27.875	72.300	0.00	165.7	0.50	2.52
15300	07/07/2017 16:11	27.530	72.400	0.00	169.9	1.01	3.53
15301	07/07/2017 16:21	27.456	73.900	0.00	193.7	0.76	2.27
15302	07/07/2017 16:31	27.407	75.300	0.00	181.1	0.76	3.53
15303	07/07/2017 16:41	27.481	75.400	0.00	153.0	0.25	2.01
15304	07/07/2017 16:51	27.677	75.300	0.00	186.7	0.25	1.76
15305	07/07/2017 17:01	27.677	75.000	0.00	202.2	0.25	2.01
15306	07/07/2017 17:11	27.751	74.400	0.00	189.5	0.25	1.51
15307	07/07/2017 17:21	27.112	74.700	0.00	153.0	1.76	4.78
15308	07/07/2017 17:31	27.038	75.200	0.00	140.4	1.26	3.53
15309	07/07/2017 17:41	26.965	75.300	0.00	172.7	1.76	3.78
15310	07/07/2017 17:51	26.818	75.800	0.00	169.9	1.51	3.78
15311	07/07/2017 18:01	26.965	76.400	0.00	182.5	0.50	3.53
15312	07/07/2017 18:11	26.549	76.500	0.00	174.1	1.01	4.03
15313	07/07/2017 18:21	26.280	77.300	0.00	193.7	1.26	4.03
15314	07/07/2017 18:31	26.036	78.000	0.00	183.9	1.26	3.78
15315	07/07/2017 18:41	25.939	78.100	0.00	192.3	1.26	3.27
15316	07/07/2017 18:51	25.671	78.900	0.00	190.9	1.01	3.27
15317	07/07/2017 19:01	25.331	81.300	0.00	195.1	1.51	4.53
15318	07/07/2017 19:11	25.186	82.500	0.00	186.7	1.26	4.03
15319	07/07/2017 19:21	25.113	83.000	0.00	192.3	1.26	3.78
15320	07/07/2017 19:31	24.992	84.200	0.00	198.0	0.76	3.27
15321	07/07/2017 19:41	24.847	85.200	0.00	195.1	1.01	4.03
15322	07/07/2017 19:51	24.653	86.200	0.00	189.5	1.01	4.78
15323	07/07/2017 20:01	24.605	86.700	0.00	160.0	0.76	3.78
15324	07/07/2017 20:11	24.436	87.100	0.00	207.8	1.51	5.29
15325	07/07/2017 20:21	24.219	86.300	0.00	207.8	1.26	4.03
15326	07/07/2017 20:31	23.930	85.900	0.00	212.0	1.01	3.53
15327	07/07/2017 20:41	23.713	86.300	0.00	210.6	1.51	5.29
15328	07/07/2017 20:51	23.472	87.000	0.00	213.4	1.76	4.78
15329	07/07/2017 21:01	23.497	87.500	0.00	217.6	1.51	4.53
15330	07/07/2017 21:11	23.184	87.800	0.00	195.1	1.51	4.53
15331	07/07/2017 21:21	23.112	88.500	0.00	212.0	1.51	5.04
15332	07/07/2017 21:31	22.944	88.700	0.00	207.8	1.51	6.30
15333	07/07/2017 21:41	22.992	88.900	0.00	210.6	1.26	4.03
15334	07/07/2017 21:51	22.848	89.100	0.00	209.2	1.01	3.27
15335	07/07/2017 22:01	22.729	89.500	0.00	220.4	1.26	3.27
15336	07/07/2017 22:11	22.633	89.800	0.00	217.6	1.26	3.78
15337	07/07/2017 22:21	22.465	90.300	0.00	200.8	1.51	4.03
15338	07/07/2017 22:31	22.417	91.000	0.00	205.0	1.51	5.04
15339	07/07/2017 22:41	22.345	91.300	0.00	190.9	1.01	5.04
15340	07/07/2017 22:51	22.298	91.500	0.00	195.1	1.51	4.53
15341	07/07/2017 23:01	22.250	91.800	0.00	192.3	1.26	3.53
15342	07/07/2017 23:11	22.058	92.200	0.00	199.4	1.51	4.78
15343	07/07/2017 23:21	22.058	92.600	0.00	223.2	1.26	4.03
15344	07/07/2017 23:31	21.963	92.700	0.00	206.4	1.26	4.28
15345	07/07/2017 23:41	21.891	92.800	0.00	209.2	1.26	4.03
15346	07/07/2017 23:51	21.795	93.100	0.00	202.2	1.26	3.78
15347	07/08/2017 0:01	21.795	93.300	0.00	188.1	1.26	4.53
15348	07/08/2017 0:11	21.772	93.400	0.00	200.8	1.26	6.30
15349	07/08/2017 0:21	21.891	93.300	0.00	205.0	1.26	5.54
15350	07/08/2017 0:31	21.819	93.400	0.00	213.4	1.76	5.29
15351	07/08/2017 0:41	21.772	93.400	0.00	205.0	1.51	4.28
15352	07/08/2017 0:51	21.891	93.400	0.00	196.5	1.26	4.03
15353	07/08/2017 1:01	21.867	93.200	0.00	220.4	1.01	3.78
15354	07/08/2017 1:11	22.082	93.000	0.00	190.9	0.76	3.27
15355	07/08/2017 1:21	22.011	92.500	0.00	190.9	0.76	3.27
15356	07/08/2017 1:31	22.034	92.200	0.00	174.1	0.76	3.27
15357	07/08/2017 1:41	22.058	92.100	0.00	154.4	1.01	3.53
15358	07/08/2017 1:51	22.106	91.800	0.00	124.9	0.76	3.02
15359	07/08/2017 2:01	22.226	91.500	0.00	127.8	0.76	2.27
15360	07/08/2017 2:11	22.393	90.900	0.00	144.6	0.76	2.77
15361	07/08/2017 2:21	22.585	90.300	0.00	137.6	0.50	2.01
15362	07/08/2017 2:31	22.633	89.700	0.00	154.4	0.50	2.52
15363	07/08/2017 2:41	22.705	89.300	0.00	155.8	0.25	1.51
15364	07/08/2017 2:51	22.633	89.000	0.00	183.9	0.25	1.76
15365	07/08/2017 3:01	22.417	88.900	0.00	223.2	0.25	1.51
15366	07/08/2017 3:11	22.561	89.200	0.00	150.2	0.25	1.51
15367	07/08/2017 3:21	22.561	89.100	0.00	198.0	0.25	2.01
15368	07/08/2017 3:31	22.369	89.100	0.00	181.1	0.00	1.51
15369	07/08/2017 3:41	22.202	89.500	0.00	199.4	0.50	2.27
15370	07/08/2017 3:51	22.226	90.100	0.00	202.2	0.76	2.52
15371	07/08/2017 4:01	22.369	90.200	0.00	199.4	0.50	2.52
15372	07/08/2017 4:11	22.465	90.100	0.00	219.0	0.50	2.27
15373	07/08/2017 4:21	22.585	89.900	0.00	221.8	0.50	3.02
15374	07/08/2017 4:31	22.609	89.500	0.00	183.9	0.76	3.53
15375	07/08/2017 4:41	22.776	89.100	0.00	189.5	0.50	2.52
15376	07/08/2017 4:51	22.800	88.700	0.00	193.7	0.50	2.52
15377	07/08/2017 5:01	22.729	88.600	0.00	203.6	0.50	2.27
15378	07/08/2017 5:11	22.657	88.600	0.00	212.0	0.25	2.01
15379	07/08/2017 5:21	22.609	88.600	0.00	205.0	0.00	1.76
15380	07/08/2017 5:31	22.609	88.700	0.00	214.8	0.00	1.26
15381	07/08/2017 5:41	22.633	88.800	0.00	210.6	0.00	1.26
15382	07/08/2017 5:51	22.609	88.800	0.00	174.1	0.25	2.01
15383	07/08/2017 6:01	22.705	88.800	0.00	183.9	0.25	1.51
15384	07/08/2017 6:11	22.729	88.800	0.00	153.0	0.50	2.27
15385	07/08/2017 6:21	22.657	88.700	0.00	140.4	0.25	1.51
15386	07/08/2017 6:31	22.609	88.700	0.00	178.3	0.25	2.01
15387	07/08/2017 6:41	22.609	88.900	0.00	207.8	0.25	1.76
15388	07/08/2017 6:51	22.561	89.100	0.00	210.6	0.25	1.51
15389	07/08/2017 7:01	22.513	89.300	0.00	203.6	0.00	1.76
15390	07/08/2017 7:11	22.705	89.400	0.00	205.0	0.25	1.76
15391	07/08/2017 7:21	22.800	89.400	0.00	203.6	0.50	2.27
15392	07/08/2017 7:31	23.016	88.900	0.00	200.8	0.25	1.51
15393	07/08/2017 7:41	23.160	88.500	0.00	219.0	0.25	1.76
15394	07/08/2017 7:51	23.304	88.100	0.00	206.4	0.25	2.27
15395	07/08/2017 8:01	23.569	87.300	0.00	141.8	0.25	1.51
15396	07/08/2017 8:11	23.833	86.400	0.00	195.1	0.25	2.01
15397	07/08/2017 8:21	24.098	85.700	0.00	179.7	0.00	1.01
15398	07/08/2017 8:31	24.267	84.900	0.00	182.5	0.25	2.01
